"DAMAGE:0","DAMAGE:1","DAMAGE:2","sigma:0","sigma:1","sigma:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00083159,0.0096658,0,403.7,1022.9,2.9466,1,0.91146,0.5,0.91231,0
-0.00083154,0.0096694,0,402.01,1020.6,2.7396,1,0.91246,0.5,0.9133,0
-0.00083149,0.0096731,0,400.82,1019.6,3.1873,1,0.91346,0.5,0.9143,0
-0.00083143,0.0096768,0,400.72,1019.5,3.2249,1,0.91446,0.5,0.9153,0
-0.00083138,0.0096804,0,400.72,1019.5,3.2249,1,0.91546,0.5,0.9163,0
-0.00083133,0.0096841,0,400.72,1019.5,3.2249,1,0.91646,0.5,0.9173,0
-0.00083127,0.0096878,0,402.87,1024.5,3.0583,1,0.91745,0.5,0.9183,0
-0.00083122,0.0096915,0,405.15,1029.8,2.8809,1,0.91845,0.5,0.91929,0
-0.00083117,0.0096952,0,406.4,1032.7,2.7844,1,0.91945,0.5,0.92029,0
-0.00083112,0.0096989,0,406.4,1032.7,2.7844,1,0.92045,0.5,0.92129,0
-0.00083108,0.0097026,0,405.78,1033.4,2.6191,1,0.92145,0.5,0.92229,0
-0.00083104,0.0097063,0,404.9,1034.3,2.3845,1,0.92245,0.5,0.92329,0
-0.000831,0.0097101,0,404.03,1035.3,2.1532,1,0.92344,0.5,0.92429,0
-0.00083097,0.0097138,0,404.03,1035.3,2.1532,1,0.92444,0.5,0.92528,0
-0.00083094,0.0097175,0,404.11,1035.4,2.1229,1,0.92544,0.5,0.92628,0
-0.00083091,0.0097213,0,404.19,1035.6,2.0898,1,0.92644,0.5,0.92728,0
-0.00083088,0.009725,0,404.28,1035.7,2.0567,1,0.92744,0.5,0.92828,0
-0.00083085,0.0097287,0,404.3,1035.8,2.0475,1,0.92844,0.5,0.92928,0
-0.00083082,0.0097325,0,404.39,1036.5,2.0559,1,0.92943,0.5,0.93028,0
-0.0008308,0.0097362,0,404.48,1037.3,2.0645,1,0.93043,0.5,0.93127,0
-0.00083077,0.0097399,0,404.53,1037.8,2.0695,1,0.93143,0.5,0.93227,0
-0.00083074,0.0097437,0,404.53,1037.8,2.0695,1,0.93243,0.5,0.93327,0
-0.00083071,0.0097474,0,405.79,1041.1,1.8289,1,0.93343,0.5,0.93427,0
-0.00083069,0.0097512,0,407.53,1045.6,1.4953,1,0.93443,0.5,0.93527,0
-0.00083066,0.0097549,0,408.86,1049.1,1.2418,1,0.93542,0.5,0.93626,0
-0.00083063,0.0097587,0,408.86,1049.1,1.2418,1,0.93642,0.5,0.93726,0
-0.0008306,0.0097625,0,408.51,1048.7,1.0983,1,0.93742,0.5,0.93826,0
-0.00083057,0.0097663,0,407.72,1048,0.77148,1,0.93842,0.5,0.93926,0
-0.00083055,0.0097701,0,406.93,1047.2,0.44463,1,0.93942,0.5,0.94026,0
-0.00083052,0.0097738,0,406.15,1046.4,0.11778,1,0.94042,0.5,0.94126,0
-0.0008305,0.0097776,0,406.73,1048.8,-0.21505,1,0.94141,0.5,0.94225,0
-0.00083047,0.0097814,0,407.62,1051.8,-0.51598,1,0.94241,0.5,0.94325,0
-0.00083045,0.0097852,0,408.37,1054.3,-0.76709,1,0.94341,0.5,0.94425,0
-0.00083042,0.009789,0,408.37,1054.3,-0.76709,1,0.94441,0.5,0.94525,0
-0.00083039,0.0097928,0,408.28,1054.2,-0.62294,1,0.94541,0.5,0.94625,0
-0.00083036,0.0097966,0,407.89,1053.5,-0.02749,1,0.94641,0.5,0.94725,0
-0.00083033,0.0098004,0,407.97,1053.9,0.35565,1,0.9474,0.5,0.94824,0
-0.00083031,0.0098042,0,408.94,1056.5,0.45353,1,0.9484,0.5,0.94924,0
-0.00083028,0.009808,0,409.23,1058,0.95645,1,0.9494,0.5,0.95024,0
-0.00083026,0.0098118,0,408.75,1057.6,0.73235,1,0.9504,0.5,0.95124,0
-0.00083024,0.0098156,0,407.92,1056.2,0.062723,1,0.9514,0.5,0.95224,0
-0.00083022,0.0098194,0,407.62,1055.7,-0.37768,1,0.9524,0.5,0.95324,0
-0.0008302,0.0098233,0,407.45,1055.4,-0.61852,1,0.95339,0.5,0.95423,0
-0.00083018,0.0098271,0,407.45,1055.4,-0.61852,1,0.95439,0.5,0.95523,0
-0.00083016,0.0098309,0,407.78,1056.4,-0.69415,1,0.95539,0.5,0.95623,0
-0.00083015,0.0098347,0,408.67,1059.1,-0.89799,1,0.95639,0.5,0.95723,0
-0.00083013,0.0098385,0,409.47,1061.6,-0.96029,1,0.95739,0.5,0.95823,0
-0.00083012,0.0098424,0,409.68,1062.4,-1.1194,1,0.95839,0.5,0.95923,0
-0.00083011,0.0098462,0,409.58,1062.3,-1.088,1,0.95938,0.5,0.96022,0
-0.0008301,0.00985,0,409.49,1062.3,-1.0566,1,0.96038,0.5,0.96122,0
-0.0008301,0.0098539,0,409.47,1062.3,-1.051,1,0.96138,0.5,0.96222,0
-0.00083009,0.0098577,0,409.47,1062.3,-1.051,1,0.96238,0.5,0.96322,0
-0.00083008,0.0098616,0,409.47,1062.3,-1.051,1,0.96338,0.5,0.96422,0
-0.00083007,0.0098654,0,409.47,1062.3,-1.051,1,0.96438,0.5,0.96522,0
-0.00083006,0.0098692,0,409.54,1062.8,-1.0436,1,0.96537,0.5,0.96621,0
-0.00083006,0.0098731,0,409.73,1063.9,-0.66855,1,0.96637,0.5,0.96721,0
-0.00083005,0.0098769,0,409.94,1065.1,-0.17772,1,0.96737,0.5,0.96821,0
-0.00083004,0.0098807,0,409.76,1065.4,-0.37697,1,0.96837,0.5,0.96921,0
-0.00083003,0.0098846,0,409.52,1065.6,-0.66499,1,0.96937,0.5,0.97021,0
-0.00083002,0.0098885,0,409.42,1065.7,-0.72659,1,0.97037,0.5,0.97121,0
-0.00083001,0.0098923,0,409.42,1065.7,-0.72659,1,0.97136,0.5,0.9722,0
-0.00083,0.0098962,0,409.42,1065.7,-0.72659,1,0.97236,0.5,0.9732,0
-0.00082999,0.0099,0,409.42,1065.7,-0.72659,1,0.97336,0.5,0.9742,0
-0.00082998,0.0099039,0,409.42,1065.7,-0.72659,1,0.97436,0.5,0.9752,0
-0.00082997,0.0099077,0,409.81,1067.1,-0.72838,1,0.97536,0.5,0.9762,0
-0.00082996,0.0099116,0,410.25,1068.6,-0.73037,1,0.97635,0.5,0.9772,0
-0.00082996,0.0099154,0,410.69,1070.1,-0.73236,1,0.97735,0.5,0.97819,0
-0.00082995,0.0099193,0,410.64,1070.2,-0.68296,1,0.97835,0.5,0.97919,0
-0.00082995,0.0099232,0,410.5,1069.9,-0.61399,1,0.97935,0.5,0.98019,0
-0.00082994,0.009927,0,410.36,1069.7,-0.54502,1,0.98035,0.5,0.98119,0
-0.00082994,0.0099309,0,410.22,1069.4,-0.47605,1,0.98135,0.5,0.98219,0
-0.00082994,0.0099348,0,410.1,1069.2,-0.4178,1,0.98234,0.5,0.98319,0
-0.00082993,0.0099386,0,410.1,1069.2,-0.4178,1,0.98334,0.5,0.98418,0
-0.00082993,0.0099425,0,410.15,1069.4,-0.3928,1,0.98434,0.5,0.98518,0
-0.00082992,0.0099464,0,410.35,1070.1,-0.29573,1,0.98534,0.5,0.98618,0
-0.00082992,0.0099502,0,410.55,1070.9,-0.19864,1,0.98634,0.5,0.98718,0
-0.00082991,0.0099541,0,410.75,1071.6,-0.10155,1,0.98734,0.5,0.98818,0
-0.00082991,0.009958,0,410.78,1071.7,-0.089132,1,0.98833,0.5,0.98918,0
-0.00082991,0.0099619,0,410.79,1071.7,-0.091683,1,0.98933,0.5,0.99017,0
-0.00082991,0.0099657,0,410.81,1071.7,-0.10206,1,0.99033,0.5,0.99117,0
-0.0008299,0.0099696,0,410.83,1071.8,-0.11244,1,0.99133,0.5,0.99217,0
-0.0008299,0.0099735,0,410.85,1071.8,-0.11862,1,0.99233,0.5,0.99317,0
-0.0008299,0.0099774,0,410.85,1071.8,-0.11862,1,0.99333,0.5,0.99417,0
-0.0008299,0.0099812,0,410.85,1071.8,-0.11862,1,0.99432,0.5,0.99517,0
-0.00082989,0.0099851,0,410.85,1071.8,-0.11862,1,0.99532,0.5,0.99616,0
-0.00082989,0.009989,0,410.82,1071.8,-0.10922,1,0.99632,0.5,0.99716,0
-0.00082989,0.0099929,0,410.24,1071.6,0.023588,1,0.99732,0.5,0.99816,0
nan,nan,nan,nan,nan,nan,0,0.99832,0.5,0.99916,0
